문장,target
검은사제들에서의 카리스마~짱!!!,0
역시 명불허전 똥싸개 라모스 ㅋㅋㅋ,0
우리나란 아직 판매중!! 희귀템 구매 원하면 사면됨!!!,0
의사봉 두드리는 소리가 저리 경쾌할줄 누가 암? ㅋㅋ,0
딘딘이 하드캐리♡,0
수원 햇빛 좋다아,0
그나마 다행이 기각폰은 안됐네 ㅋㅋㅋ 탄핵폰 ㅊㅋㅊㅋ,0
츄리닝 처럼 쭉쭉늘어나는 정장 너무 좋다,0
나의 멘토이자 우상 창정이형 화이팅~~~행복하세요~~~,0
이형 대상받는데 왜 내가 다 기분이 좋냐 ㅋ,0
얼굴 이미 다 팔렸는데 왜 가려 ㅋㅋㅋ,0
쫑국이 또 둿목 잡네 ㅋㅋㅋ,0
라키티치 은근 개잘하지,0
옛날부터 존잘인데 왜 안뜨나 했었는데 이번에 배역 제대로 맡아서 뜨나보다 ㅎㅎ,0
훈훈한 비주얼에 따뜻한 연출 기대할게요!!,0
이름 그대로 가요계의 신화.. !,0
대일본제국 만세~ 천황폐하 만세~,0
퍼거슨이 떠난 레전드감독의 자리를 이어받을듯!!!!,0
길가다가 포켓몬고 하다 정신이 팔린새끼가 지나가다가 똥밟은 거 본적있다. 뒤에서 가는데 얼마나 웃기던지 ㅋㅋㅋㅋㅋ,0
트럼프 만세 당선 축하합니다.,0
어떤 영화일지 너무 기대됩니다 류준열 화이팅,0
ㄹㅇ대박날만함...시청률 30은 나와줘야지...개존잼 꿀잼 ㅇㅈ,0
존나 야무지게 달리네.ㅋㅋㅋㅋㅋㅋ,0
진짜나랑개그코드가 너무 똑같애서 배꼽잡고 웃는다 너무 재밋서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
응원합니다. 화이팅,0
이참에 화성산업 주식이나 사볼까?ㅎㅎ,0
Vip 룸에서 tv 보며 팝콘 먹던 순시리 뜬금없는 팩폭 ㅋㅋㅋㅋ,0
좋은일 했네요 이상훈^^,0
세이콘이라면 선발 로테 지맘대로 조절해사며 충분히 표적 등판 시킬듯...,0
잘생겼당 이민호~,0
양세형이랑 하하ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
슈돌 섭외력 우주돌파,0
치차리토 존나 잘하네ㄷㄷ,0
앜ㅋㅋㅋ진짜 이성종 겁나웃곀ㅋㅋㅋㅋㅋㅋ,0
축하드려여 ㅎㅎ.ㅎ,0
신정환 복귀 찬성~~!!,0
당잠사 화이팅,0
일목타령이 제일 웃기네 ㅋㅋㅋㅋㅋ,0
야 음악 좋다!!!!!다!!!!!다!!!!,0
슬리피 이국주 개웃길듯ㅋㅋㅋㅋㅋㅋ,0
축하합니다~~넘 잘됐네요.,0
우린 가장재밌어 ㅋㅋ,0
오늘은 일주일동안 기다렸슈~~♥♥♥,0
발가락이 닮았어요~,0
누나 나랑 사귀자ㅋㅋㅋ,0
노력하는모습보기조아요,0
서인국에게 반함~~~~~~♡♡♡,0
박재범 멋지다,0
김감독 경질이나 자진사퇴 기사가 났으면여권을 불태워 버렸을텐데 ㅜㅜ한해동안 수고 많았어~~ ㅋㅋ메이저 가서도 승승장구하기를!!,0
둘다 순수하고 묘한 자기만의 세계가 어울림ㅎㅎ어여 결혼갑시다^^,0
송지효가 눈해주고 김종국이 발해줘서 다른애들 조지는건 진짜 쩔었다 ㅠㅠ,0
조금 뻔하긴 하지만 연출이 지린다진짜,0
강호동 사람 참 괜안네,0
ㅋㅋ 남자가 봐도 멋있다말 진짜 잘한다.,0
키야 아들 잘생겼다,0
김민희씨 진심 축하드려요 한국영화계의 큰 경사네요,0
황덕균선수 축하합니다진정한 프로인간승리,0
형님 얼굴도 멋있으시고 행동도 멋있으십니다,0
이쁘다.좋아요^^노래잘부르세요!,0
땀노예 ㅜㅜ정재훈 선수처럼 대박치길,0
눈물이 나는 기사네요.. 모두들 고생하셨습니다,0
어제 귀여워죽는줄ㅜㅜㅜㅜㅜㅜㅜ,0
야구는 어디서 하든 똑같다는말 멋지다.,0
조연들이 좋네요.,0
호부지 멋지다...,0
완전 멋있다! 마음까지도,0
어휴 드디어 가네 이제 다시 무도 봐야겠다.,0
역시 갓짜장,0
대상받는거보고 눈물나긴첨,0
김소연 이필모 연기 진짜 잘한다.마지막씬 보고 눈물이 줄줄 흘렀다.,0
가족 건강하게 해줘,0
엄마의 힘은 위대하다,0
장훈이형 너무 대단하시다 감동 ㅠ,0
하나님의 기적 잘 보았습니다,0
둘이 결혼하면 안되나 잘 어울리는데,0
대한민국 사법정의를 바로 세우기 위해 밤낮없이 일하시는 법관님들 존경합니다. 화이팅,0
예술가는 예술로 사회를 이야기하고 지켜 나가야 할 책임이 있다고 말한 피카소처럼 선생님의처한 사회와 상황을 외면하지않겠다는 맹세에 존경을 표합니다,0
KBS 김태욱 특파원은 뉴스에서 보니까 지금 중국 상해에서 계속 계시던데 역시나 기자라서 그런지 글과 기사도 참 잘쓰시네요,0
무엇보다 연기앞에서 진지하고 성실한 부분이 박수받아 마땅한듯.,0
대한국민 만세,0
먼가 이 뉴스가 엄청 위로가 된다ㅠ,0
오오...체험기 쓰시다니 노력하시네여,0
내 이상형인 누나다!!!!!!!!!!!!!!!!!,0
강한울 선수 그동안 기아에서 정말 수고 했어요~~삼성 가서도 응원 많이 할께요~^^홧팅!!,0
역시 성룡이야 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
헐 . . .왠일 ! 2년동안 ??대박 . . . . . . 너무 축하드려요♥선남선녀,0
류준열 역시 멋진 사람,0
인생은 차우짱처럼!,0
우리대한민국 국민들 정말 위대하십니다.,0
자기관리 철저한 김재중 의지가 약해서 실패하는 일인으로 존경스럽습니다.,0
김주혁의 역할도 크다,0
형 사랑합니다 ㅠㅠ,0
뭘하든 자연스럽고 척이 없는데 그게 다 선하고 센스있어서 너무 좋음..,0
개코 짱이다ㅠㅠ,0
나는 운동경기장에서 국민의례할때 국가에 대한 자부심을 느낀다,0
박보검 사극 했어도 한번더 보고싶네요 박보검 강추♡♡,0
자랑스런 대한민국 국민들 95%가 새역사를만들것입니다 !!!,0
얼굴에 한민족의 점잖음이 기품이 뭍어나네,0
두분 추카드려요다른 드라마에서 다시 같이 연기하는것 보고싶네요^^,0
감동이네요^^ 화이팅!!,0
와 개간지다 ㅜㅜㅜㅜ,0
나의 황제는 나달이다.,0
토트넘 동료들이 흥민이 훈련때 보면 잘한다 함 갑자기 잘하는게 아니라 원래부터 잘했다함 .놀랄일도 아니다함,0
본방사수 할께요^^,0
3주간 너무 재밌었어요 1박2일 만세,0
마크 러팔로 멋있다..,0
민경훈의 음색에는 어떤 특별한 울림이 있어자꾸 듣고 싶어진다. 이번 나비잠 완전 개취,0
진짜 겸손하다 ㅜㅜㅜㅜㅜㅜㅜ,0
양키스는 좀 먼이야기 같긴한데 어쨌든 지금 엘지 진짜 잘함 타팀팬이지만 이건 정말 인정,0
멋진 친구네여,0
신의 얼굴‥ 등골이 오싹하더라 표현 정말 좋았어 !!,0
ㅎㅎ 역시 김선달 잼있음!!!♡♡,0
한국 좀비영화 중에선 기대이상,0
솔직히 현빈보다 윤아가 연기잘함,0
나나 연기 개 잘해!!!,0
투표개표가 이렇게 흥미진진할수가...,0
멋있다신화~~~,0
고급스럽게 아름답다,0
아직도 이렇게 천사같이 좋은 분이 계시다니요ㅠ,0
신동엽 대상타는거 보려고 이시간까지 봤다.정말 기쁘고 속 시원하다. 신동엽 축하드립니다,0
가슴뭉클하다.!,0
전율이 ㄷㄷㄷㄷ 믿을수없어 ㅠ 고마워요 슈돌,0
노르웨이 교도소는 한국 호텔보다 좋던데 방은 좀 작지만 탈옥 빼고는 왠만큼 할 수 있는건 다 되는거 같고 면회실 보고 레스토랑인줄,0
감동이네요..눈물난다,0
김민재씨 무뢰한에서 연기 진짜 잘하시던데,0
진정한 여왕님 말씀 잘들었습니다,0
오늘 첼시 경기력 지림,0
첫사랑이 이루어졌네^^,0
밖에서 일하시는분들 힘내세요 ^^ 화이팅,0
쌈자때문에 심장미치잖아ㅠㅠㅠ,0
보검이는 사랑할수밖에 없는 남자,0
어느 한곳이라도특출나게 크고 있는 이들이있어 다행이다,0
만세는 날로 잘생겨져가네,0
의리 한번 쥑이네~,0
서인국이 갑인듯....,0
나는 이래서 존스가 좋다,0
엄마미소ㅠㅜㅜㅜㅜㅜ,0
박진영이 극찬한 이유가 있었어,0
콧끝 찡하게하네요...김보성 화이팅!!!,0
안녕하세요~ 박보검입니다~^^♡,0
당연히 받을줄 알았다 이젠 대한민국을 대표하는 에이스 투수!!!,0
이준기압도적이다 진짜,0
멋지십니다. 박수...,0
"눈치보지 않고 하고자 하는 말씀 시원시원하게 해주시는 모습, 멋있습니다!",0
이정도면 리버풀 승리,0
윗입술이 너무귀여워요 ㅎㅎ,0
좋은기사..한참동안 읽었네요^^,0
40대 남자가수들 중에 음원차트 올킬 할수 있는 건 박진영이랑 임창정 밖에 없을듯,0
"명절, 부모님 생신, 처갓집 어른 생신, 어버이날에 당연하다는 듯 집에 가자고 하는 집사람이 정말 너무 고맙네요.",0
이민호 연기 존나 잘해 우는데 넘 슬프더라ㅠㅠ개좋아ㅠㅠ,0
넘 넘 잼있는 드라마~!!,0
주갤러가 솔직히 젤 잘 했지,0
과연 신동엽이 좋아했을만 하군,0
박태환은외압에 굴하지 않고오뚜기처럼 일어선대한민국의 진정한 영웅이다.,0
대륙은 뭐든 스케일이 남달라;;,0
잘생겼다......,0
80년이면 거의 37년을 연구했다는건데. 훌륭하오. 일본인이지만 존경스럽소.,0
위대한 대한민국 민중의 역사적 승리의 날로 오늘을 기억하라!,0
진실하게 말하는 모습 인상깊습니다...,0
어떻게 이런 대사들을 쓸 수 있는지 알다가도 모르겠구나..,0
패완얼을 결혼식에서 증명하는구만,0
파이널보스 오승환!!!,0
언니는 백야행때도 정말 아름다웠다고 생각함,0
잘한다~~♡♡♡,0
김비서 님 티티 각임미다♡♡ 넘무 귀여우심,0
멋잇어요~~,0
축하합니다. 자랑스럽네요.,0
수목이 기다려집니다 ^^너무 재밌고 본방사수,0
스크가 드뎌 가을야구의 주인공으로 자리잡을날이 오네요 감사합니다,0
넘 재미남ㅠㅠ 이민호 넘 존잘에 설레는데 코믹한 연기도 넘 잘해ㅋㅋ,0
잘 됐네 성공 하시길,0
황정민영화는다본듯 연기짱이여,0
무도는 제게 참 소중한 프로예요!!감사합니다,0
티브이에 안나오는건 잘한 결정임... 진정한 아부지네요~,0
박보검은 남자인 내가봐도 잘생겨 보이는데 여자들은 오죽할까 ㅋㅋ,0
대중국만세 만세 만만세.,0
맞는 말씀에 찬성 1표!,0
스타끼리의만남이라 잘어울리네요,0
나도 같이 울었음....,0
역시 얼굴도 착해 몸매도 착해 마음씨는 말할것도 없네 ^^,0
트럼프 형님 축하 ㅋㅋㅋㅋㅋㅋㅋ,0
우와 울컥 했당.ㅜㅠ 감동,0
진짜 참다운 선생님들이시네,0
책장 움직이는 거 멋있었어,0
염감독은 진짜 명장이다..,0
우리 오지환 킹지환 갓지환은 사랑입니다 ♥? 문천재도 멀티홈런 멋졌어요 ^^,0
누나 가슴속에 3천원쯤은 있는거잖아요!! 화팅,0
힘들게 돌아온길...좋은결과로 이어졌으면 좋겠네요. 김혜동선수 화이팅!,0
비투비 화이팅 ㅠㅠㅠ 1곡마저짤렸지만 계속응원할께요!ㅠㅠ♡,0
유재석 행님 대단하십니다... 존경합니다,0
제 인생 최고의 드라마였습니다,0
멋지다 역시,0
진심 멋지다! 고생하셨어요,0
힘내세요 2017년 화이팅!,0
아는형님 재밌게보고있어요!! 이렇게 좋은일을 하시는걸보면 영철님은 정말 마음이 따뜻한사람같아요! 앞으로도 좋은활약 기대합니다~~,0
박보검은 그냥 보기만해도 기분이 좋아지는 매력이 있다. 마냥 흐뭇해지더라~,0
진짜진짜축하해ㅠㅠㅠ명수야진짜ㅠㅠㅠ대단하다!!!,0
어머나~머리스퇄하나로 이리 바뀌는구나~~귀엽네~~~,0
직접가서보니 오히려 기부하시던데 어르신들이,0
여전히 멋있는 모습으로 멋있는 생각을 가지고 있네요!! 당신의 길을 응원합니다!!,0
우리의 꿈과희망 청소년들 멋있고 고마워~그리고 너네 젊은이 부러워~,0
첸도 기부했는데 ㅎㅎ 역시 친하게 지내는 그룹끼리♡ 방탄분들 마음씨 너무 착하세요!,0
인간 유재석은 본받을만한 사람이다,0
현빈♡♡ 멋짐..,0
기대해봅니다~~김사부 화이팅!!,0
jtbc 짱이다~,0
세분 모두 느낌 좋으니까~~~~~축하해요,0
닭이 하는짓 보다가 저 대통령 보니깐 너무 존경스럽다,0
참...오바마 새삼 대단하게 느껴진다..사진속에 모습 참 훈훈한 광경이네 .....,0
두 번 정도 결정력 아쉬운 거 빼고 다 좋았다 갓흥민 ㅅㅅㅅㅅ,0
정말로 감사합니다 고생하시고요~~~,0
진짜 세상의 모든 어머니들은 대단하다.,0
박지성 챔스8강 첼시전 긱스어시스트 받아서 결승골 넣은 이후로 기사보고 소름돋은적 얼마만이야 ㅠㅠ,0
소연씨 지금도 충분히 잘~~하고 있어요 -♡- - ★★★★★- 홧팅!!,0
하시는 사업 항상 응원합니다~ 젝키 투잡 하신다 해도 찬성입니다 ^^,0
멋있어 해병대 갈때부터 알아봤다니깐 역시 남자야ㅎ,0
대단하단 말밖엔,0
진짜 나 슬기가 노래 부를때 나 진짜 울뻔했어,0
감독님 수고 많으셨습니다,0
축하해요~~행복하세요 ~~~~~,0
마음씨도 참 곱고 이쁘다~~^^,0
아 졸귀탱들ㅠㅠㅠㅠㅠㅠ♡♡♡♡,0
오늘 너무 감동적이었어요ㅠㅠ,0
은퇴시즌에 타격폼 변화주는 진짜 레전드,0
이동욱 우와? 눈빛도 슬프지만 코도 입도 슬퍼 보인당~~ 이동욱 하드캐리~~,0
봉선생님 감사합니다,0
우주는 정말 신비롭다,0
개지리겟다 존멋~~~♥♥♥본방사수해야징,0
몸이랑 얼굴 비율이 헐리웃 배우같아ㄷㄷ,0
헐 너무 좋아ㅠㅠㅠㅠㅠㅜ,0
착한사람이 잘되는 세상을 꿈꾸며 박보검 언제나 응원합니다~!!,0
기대하고있어요!너무좋다 ㅠㅠㅠ,0
먹는것도 잘먹고 몸매도 좋고 매력짱^^,0
류준열 너무 좋아 .....,0
지도자는 국민을 위한 정치적소신과 철학이 뚜렷해야 한다 멋지다!!,0
믿고 보는 김은숙 작가 로코하면 김은숙 작가 레전드지 진짜,0
최고였음 역대최고의 드라마 드라마보면서 이만큼 눈물이나다니 가슴이먹먹함,0
자신이 하고 싶은 여러가지를 시도할 수 있는 환경이 된다는게 그저 부러워요,0
이래서 송중기 송중기 하는구만 ㅎㄷㄷㄷ 역시 믿고 보는배우네..,0
고마우신분이네요.복 받으실껍니다,0
이 분 음색이 갑... 말 할 때도 노래할 때랑 목소리가 똑같은데 너무 섹시하고 예쁘셔여...,0
용감하고 정의로운 여성분이시네요..,0
와 맑은 서울하늘 ㅋㅋㅋㅋㅋ,0
이상우 ㅜㅜ 예쁘게 사랑하세요,0
김종국버전끝사랑개존좋..,0
콩테가 그냥 압살해버리네 ㅋㅋㅋㅋㅋ,0
캬~~~농부님들 케간지!!!!!♡,0
엘팬대표로 감사하다는말밖에는....,0
탕웨이 닮은 딸은 또 얼마나 이쁠까....,0
한시즌에 3할대 타율에 100도루가 달성된다면 영원히 깨지지 못할 대기록이다!!!!!!!!!!,0
진짜 개꿀잼.....꼭 봐야됨,0
역시 갓문성!,0
역시 요즘 칼럼은 박문성,0
이 드라마는 어떻게 연기구멍이 하나도 없지?심지어 단역들조차 연기를 너무 잘함.,0
상당수가 할머니라는데 대단하긴한거다 박보검,0
국민의당 잘한다..응원합니다,0
노승일 당신이 있어 대한민국은 살아 납니다,0
역시테슬라다 대단해!,0
그렇게 캠벨은 두목님으로 아스날의 레전드가 되었지..,0
이런게 진짜 도전이지...,0
진짜 테임즈 팔뚝을 비롯한 몸은 대박임,0
수고하시는 특검에 응원을 보냅니다,0
대한민국만세다^^,0
소수만 걷는 꽃길이 아니라 국민이 걷는 꽃길이라니... 용기에 박수를 보냅니다!! 그것도 mbc사장 앞에서~ 멋집니다.,0
커쇼마지막커브진심지렷다,0
"진영이 작곡한 같은곳에서, 벚꽃이지면 진짜 명곡임....",0
시영이는 얼굴도 예쁘고 운동도 잘하고 머리도 좋고 못하는게 뭐니,0
승재 너무 귀여워~~ 사랑사랑하네♡♡,0
형님~ 너무 멋있으십니다.,0
맨탈갑!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋ,0
즐라탄 이 쉐리는 발기술 전나 좋은데 드리블을.안치냐,0
이준기 포텐터지겠네 진짜 연기짱 카리스마 몰입도짱,0
오늘 생일인데 축하좀 부탁드림,0
참 흐뭇하네여 삼성에서골든글로브받길응원함다,0
연기 넘 잘하시네요...최고!!^^,0
외국 장관이지만 정말 본받을만한 장관이네요,0
도산 안창호 선생의 숭고한 희생정신 잊지않겠습니다!,0
왐마~~~ 멋지네~!!!,0
와 어떻게 해도 예뻐ㅠㅠㅠ,0
화이팅 트럼프.... 만세...,0
 아마 인류사에 그정도로 완벽한 비주얼은 당분간 나오기 힘들듯,0
그것이 효도인듯^^,0
역시 국대 에이스다...!!,0
야구는 모르는데 한화는 안다,0
 앙리형 아스날 잠깐 와서 골 넣을때 겁나 감동했었음.,0
은지원 매력이 정말 많은 사람이라 신서유기에서 보여주는 매력도 장난 아니구ㅠㅠ,0
38사기동대 꼭보세요,0
유재석 몸매 장난아니더라 ㅠㅠ,0
척사광때부터 한예리님 연기 최고입니다!!!,0
 딱 한번 나온 미용실 원장님의 아우라 또한 잊혀지질 않네요.ㅎㅎㅎ~~~,0
"테베즈 ""향수병이 무슨 병이죠?""",0
유재석소감 들으며 감동,0
앞으로도 10년은 유재석천하 일듯 싶다.,0
맨날 삽질만 주구장창하다가 아무짝에 쓸모없는 인물로 내려갔는데 마드리드 더비에서 기적의 헤트트릭했다고 우리동생들 신나서 빨아주네 ㅋㅋㅋ,0
같이 얘기하며 일하며 긍정적으로 살다보면기쁨도 있고 행복도 있답니다.,0
미국다운 멋진 행동이다...,0
 그와중에도 모두들 질서지키고 평화시위하는 시민의식에 감동받음,0
양상문감독 대단하다.,0
당신을기억할꺼예요,0
 진짜 마음이 따듯해지는 드라마 입니다.. 힐링됩니다 ㅜㅜㅜㅜ,0
좋은 글 감사해요,0
아내분이 너무 멋지시더라구요..,0
 완전 대박이였음ㅠㅠ,0
너무 멋지고 훌륭합니다.,0
그래서 난 제로칼로리 콜라가 좋음.,0
남다른 재능에 남다른 노력까지...가히 박효신이다.,0
얼마전에 여친이 임신을 했습니다,0
경향신문 전병역 기자야말로 진짜 기자다.,0
 대단했어.,0
 보는 내내 입가에 미소가 끊이지 않는 드라마!,0
 저부터 영원히 삼성충성고객될거같네요,0
 젠도 사랑스럽습니다,0
13번받아도전혀부족함이없고 오천만이인정한 진정한대상입니다,0
당연한 1위!!!,0
이럴때 하라고 기립박수가 있는겁니다!!!,0
 꿈이 현실로,0
여자친구 노래만든 작곡가 동상 세워 줘라..,0
예능에서활동하시는모습보면재미있고보기좋아요이상민화이팅!!!!,0
수지 예쁘고 착하더라 존예짱예,0
 추카추카,0
난 지금도 가끔씩 엽기적인그녀 보는데...,0
콜마회장님 대단하시네요 ㅠㅠㅠ,0
좋은 노래 들려줘서 너무 감사했어요~,0
그리고 눈호강용 드라마 좋아하는 사람들. 물론 좋죠.,0
 너 오늘 아주 멋지다야.,0
 근데 겁나 재밌네요^^;;;,0
 그중 단연 이승엽은 난사람이고 된사람으로 생각한다.,0
정말 양상문감독 인정 안할수가 없네요 .,0
 진심용기있으시네요!,0
 멋진남자 오바마,0
 항상감사합니다,0
 대박 한편의 영화본듯~~!!!!ㅠㅠ,0
헌재 재판관님들 고생많으십니다.,0
 아가의탄생도 아름다운순간!,0
우와~어째든 대단햐,0
김하늘이 뭔가 묘한 매력이 있긴 함~,0
남녀노소 모두좋아하는 진정한대중가요의왕,0
슬프고도 아름다운 이야기 입니다.,0
세계사 유례없는 평화시민 혁명으로 기록될것입니다.,0
정말 예쁨 ㅠㅠ,0
 국민들모두 멋지십니다.,0
캬 bbc까지 극찬을!!!!!,0
전라도분들은 35만을 굳게 믿습니다.,0
모정으로 가득찬 예술이네요,0
너무 멋지세요!!!!!??,0
와 추카추카~~꼭 건강한 아기 순산하시길요~~,0
캬~사이다!!!,0
 그래서 전문가들이 칭찬한단다,0
미쳣다 미쳣어....이번시즌은 걍 너의시즌으로 만들어라!!,0
 특검팀 힘내세요 !!!!,0
 진정한 배우중배우세여!!,0
 그리고 감사합니다.,0
 비와이가 기존랲퍼랑 완전 차별화된 점은 불량스럽지가 않다는거 오히려 성실해보임 이런 랲퍼는 처음이다 진짜,0
이승엽선수 정말 멋집니다!!!,0
고난이도액션 와이어 연기수준급이네......,0
도움주신분들 모두 고맙습니다:D1번2번3번4번,0
결국시간이흘러서 기다리고기다리던전역날이왔네요ㅜㅜ,0
 라며 공감해주는데말하면 말할수록 그 따뜻한 고마움에 눈물이 나는거있죠 ㅋㅋㅋㅋ,0
다들 힘내시길 바래요 ㅠ,0
나무막대 하나만으로도 이렇게 예쁜 그림이~~,0
아이들도 좋아할거같고~에버랜드 튤립축제 진해군항제등 볼거리 많네요,0
막 ㅇㅇ 정말 리스펙해요~,0
 크흡작년에 이직해서 다니고있고 집안이 어려워서 엄마 도와준거때문에 돈 못모았었는데천만원이 눈앞에 있어서 기쁘네여 ㅋㅋㅋㅋㅋㅋ 오예!!,0
정성이 담긴 이쁜손편지가 들어있네요^^,0
자동차 너무 귀엽네요!!,0
벚꽃도 피고 이제 정말 봄이네.,0
다들 말씀과조언 감사합니다,0
태어난지 5개월 됐는데 뒤집고 조금씩 기어다니는데 빠른건가요..,0
 진심이렇게 슬픈영화는 처음이었다,0
 응원 감사합니다 :)----------------------------------------------------------------------------------출근 07시 30분집에오는시간 12시?,0
정말 위로가 필요했는데이 글로라도 위로가 되네요..,0
진짜 팥의 맛을 제대로 느낄 수 있는 파리바게뜨 국산팥빙수!,0
 기저귀에 안 싸고 변기통에응아한게..,0
저는 최대한 긍정적으로 생각하는 '넌 감동이야' 구요,0
  공중파 케이블 할것없이 여기저기 뛰어 다니는 도니형의 모습에  저도 좀더 열심히 일하고 공부해야겠다는 생각을 하네요.,0
행복한 스케이터의 모습이어서 더욱 빛이나는 연기가 나온거 같다는생각이 들어요...,0
  연아양 연기를 보고있으면 전율이 흐르는 것 같아요.,0
아무리 못한다고 놀려도 끝까지 할려는 그마음!!!,0
저번편지에 댓글 달아줘서 너무 고마워요,0
요즘 최고의 인물입니다.,0
어제 그 뮤직비디오 잊지 못합니다 ..,0
넘 잘하심,0
 고마워ㅠㅠ,0
부상임에도 불구하고 그만한 연기가 나오다니요...,0
   지금의 연아님의 장한 모습을 볼 수 있고  앞으로도 계속 지켜보며 응원할 수 있다는 것만으로도  연아님에게 감사할 뿐입니다.,0
 많이 힘드셨을텐데 꾹 참으시고이렇게 즐거운 하루를 보내게해주셔서 정말 감사 또 감사드립니다!!(아!,0
제가웬만한일로는 눈물같은거 안흘리는데 그때는 저도 모르게 눈물이흐르더군여^^;,0
"그 무더운 여름날,캐나다에서 땀흘려가면서 노력한 보람이 마침내 나타나는 군요.",0
     너무나 우리에게 분에 넘치는 감동을 주는군요.,0
이 말이 너무 와닿습니다.,0
하늘과 땅과 조상이  빚어낸 선녀 중에 선녀.............,0
인간의승리같아요,0
웜업에서 힘들었지만 경기에서 완벽하게 해내는 모습을 보고 엄청난 감탄을 했습니다.,0
 정말 대단합니다....,0
집에서 구하기 쉬운 재료로 간단히 만들수 있는 음식에 정말 감명받았습니다.,0
  연아 선수의 저런 놀라운 기록과 관중들의 호응은  쉽게 얻어지는게 아니라 경기가 있기까지  수 많은 연습을 한 결과물일거에요.,0
세상 진리인듯.,0
진행너무잘해요,0
  그렇게 허리부상이 있으면서도 열심히 하시고!,0
 다시한번 반했어요.,0
 진쨔 한번보면 눈물이 펑펑나올것같네욤ㅎㅎ,0
티부에서 이요리 보면서 대단하다는걸 느겻네요^^,0
멋진 활약 보여주셔뜸...,0
 멋져 멋져 멋져.,0
진짜 부러워요,0
  그랑프리화이널 우승보다  연아선수 자신이  불안했던 자신을 이겨냈다는것이  더 훌룡한것임니다.,0
너무 멋진경기였습니다,0
세계최고의 스케이터입니다.ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0
이 모든 괴물들과 싸우느라 정말 고생했어여.,0
고등학생 때 점심먹고 쉬는 시간에 함께 어울릴 친구가 없어 적적할 때 항상 영상으로 달래주었던 연아선수..,0
건강하게 몸 관리 잘 하시고언제나 그랬듯이 최선을 다하는 모습이 보물 같습니다.,0
물론힘들고 어려운 것이지만  그래도 마음만으로라도  도전하고 싶은마음이 들게 해 주셨네요,0
  백주부짱!!!,0
 웃는 모습이 세상에서 제일 예쁜 두 천사가 한 날에 태어났다니 이건 정말 운명의 데스티니네요,0
항상 매주 해피투게더 보지만 진짜 유느님 진행은 감탄을 하게 되네요,0
"그당시 신인 3인방이던 유지현, 김재현, 서용빈 세선수가 대활약을 펼치던 그 때..",0
정말 첫 출전에 너무 큰 기록을 세워서..,0
 그리고 다른 방송에서도 1위 할 수 있게 제가 열심히 노력할게요ㅠㅠ,0
형돈이형 추운 날씨에 다리다치고 노래연습 하니깐 너무 감동적이네요,0
 자기 인생을 정말 열심히 살아가는 것 같아요.,0
"나는 7번 에서 6번으로 내려 갔어여,,",0
 유느님이하는프로그램마다저를 웃게해주셔서 고맙습니다,0
선수들의 팀웍에 감동했고 성적에 한번더감탄했습니다.,0
  정말 열심히 준비했구나 하는 생각 뿐이었어요~~,0
 당신의 500일 축하합니다!,0
아무리봐도 백쌤 만큼 손쉽게 맛잇게 빠르게 만드는 요리사는없는것같아요,0
열시미 쉬셔서 내년 시즌 확실하게 준비하세여.,0
제가 제일 좋아하는 팀인 LG에 오셔서 넘 기뻐요.,0
역시 연아 누님은 넘사벽이에요.,0
언제나 힘이 되도록 지켜보고 있을께요~!,0
퀸 유나~,0
 글만 올려줘도 행복한데 컴백하면 얼마나 감격스러울까ㅜㅜㅠ,0
작은힘이나마 백주부님 응원합니다...,0
상대 타자들을 압도 할 만한 터프한 턱수염 와이리 멋있잇는지..,0
  새시대를 주도해나갈 사람 연아양 !,0
오빠오늘은 오빠가 태어난지 7000일되는날이예요!!,0
"정말 ""짱""입니다,,,",0
" 스핀의 우아한 자태, 나는 듯 활강할 때의 쿨한 느낌이 얼굴에 다 묻어나고, 그게 연기와 잘 어우러지니, 연아양 경기를 보고 있으면 마치 발레 공연을 보는 것 같은 착각까지 들어요.",0
오늘이랑 어제 춤 완전 짱짱이었어요!!!,0
동수이후 미스터엘지의계보는 용빈이라고 나는 감히이야기하고 싶다,0
 어쩜 저렇게 완벽한사람이 있을까ㅜㅠ,0
피겨를 그렇게 잘하시는데도..,0
 지훈오빠 생일축하해요 ! ㅠㅠ,0
너무 멋졌어,0
홍콩반점 넘 좋아요..,0
 정말 신기하죠ㅠㅜㅠ,0
연아선수덕에 저를 비롯한 많은 사람들이 너무도 행복한 시간을 보냈어요,0
이번 시즌 첫 우승을 축하 합니다~!!!!,0
수비는 이거다!!!,0
해낼줄 알았어요....,0
하루종일 보고 또 봐도 감동적인 프로그램을 보여줘서 감사해요~,0
 아무리 봐도 실수랄 만한 건 안 보이는 완벽한 연기였어요.,0
수줍은 미소 속에 세계를 감탄하게 하는 미소가 있다는 걸 있지 마세요 ^^~,0
: 병규형이 승여비를누르고 올스타 최다득표의 영예를안았습니다,0
백종원님 지나는길에 들리심 그냥 대접하고 싶어요♡♡♡,0
